,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI,MACD,MACD_Signal
2025-07-28,410.5,410.9,408.6,409.8,247955.0,,,,0.0,0.0
2025-07-25,412.6,412.6,407.75,409.35,386335.0,,,,-0.010096153846120615,-0.005608974358955897
2025-07-24,415.6,416.0,409.5,410.0,430499.0,,,,0.007291957152517625,-0.00032170734605691274
2025-07-23,416.3,417.9,414.05,414.95,504355.0,,,,0.19373956819168825,0.06541720713149902
2025-07-22,420.5,420.5,415.3,416.1,292939.0,,,,0.33673485226307776,0.14612807253237323
2025-07-21,421.4,422.5,418.55,420.15,564080.0,,,,0.5895452860543173,0.2663187909169751
2025-07-18,425.5,425.5,420.1,422.65,154249.0,,,,0.854774580584035,0.41524125270975154
2025-07-17,425.5,425.75,423.0,423.8,129602.0,,,,1.0735691053890264,0.5734498155665949
2025-07-16,422.0,425.4,420.1,424.45,444356.0,,,,1.2409942537395864,0.727655892489591
2025-07-15,421.0,422.6,419.1,422.15,193747.0,,,,1.2232346129150642,0.8386942941701371
2025-07-14,417.45,419.9,416.35,419.3,1081025.0,,,,1.0414109751162073,0.8830475456509808
2025-07-11,417.0,418.05,415.5,417.05,581803.0,,,,0.7703441419683941,0.8588435811382089
2025-07-10,420.5,420.5,416.2,416.9,598891.0,,,,0.5506214800234375,0.7936130759693092
2025-07-09,417.05,420.3,415.5,419.35,156953.0,,,68.68884540117419,0.5209973355534885,0.7365816596714226
2025-07-08,416.0,417.9,414.7,417.05,772498.0,,,63.016157989228,0.3555231322858958,0.657590707128392
2025-07-07,412.55,417.1,412.1,416.15,650619.0,,,62.01413427561827,0.1709090869169927,0.5574352578096688
2025-07-04,415.45,415.45,411.9,412.55,617924.0,,,54.08000000000001,-0.19479021139420638,0.4035243995493465
2025-07-03,413.6,415.7,411.3,413.55,484352.0,,,47.43589743589748,-0.4094156042835948,0.23795374299409544
2025-07-02,416.55,416.9,411.5,412.9,627668.0,,,44.029850746268586,-0.6110741735112697,0.06566522040946288
2025-07-01,417.9,418.85,414.7,415.2,855540.0,416.66999999999996,,40.11976047904199,-0.6092039591321168,-0.0708829082381698
2025-06-30,419.95,420.6,415.85,416.5,272801.0,417.005,,37.10691823899383,-0.5144503465448906,-0.1604222505657364
2025-06-27,420.4,422.0,417.75,418.95,1066689.0,417.485,,40.35785288270377,-0.27062433618903015,-0.18262650617865062
2025-06-26,416.8,420.9,416.3,420.35,203703.0,418.00250000000005,,42.0849420849422,0.016795714860165845,-0.1425052277452325
2025-06-25,416.0,418.1,415.3,416.35,147507.0,418.07249999999993,,39.49275362318854,-0.035157348147606626,-0.12093378356070322
