,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI,MACD,MACD_Signal
2025-07-28,1518.95,1519.35,1482.7,1516.1,287153.0,,,,0.0,0.0
2025-07-25,1543.0,1549.75,1511.35,1515.6,463200.0,,,,-0.011217948718012849,-0.00623219373222936
2025-07-24,1581.0,1581.0,1548.2,1553.55,380211.0,,,,1.1625333359131673,0.472770072515884
2025-07-23,1579.8,1592.4,1551.0,1574.4,239856.0,,,,2.420668998069459,1.1326274321207535
2025-07-22,1579.95,1585.6,1567.0,1570.1,571499.0,,,,2.8822530263773842,1.653101490383673
2025-07-21,1579.15,1589.0,1568.25,1584.6,120472.0,,,,3.725579340799186,2.2148582153857093
2025-07-18,1588.05,1599.0,1579.9,1586.55,369627.0,,,,4.290579200536968,2.7401678215305467
2025-07-17,1608.55,1609.75,1580.5,1582.7,159573.0,,,,4.417336876642139,3.1432230846449345
2025-07-16,1580.0,1612.1,1579.8,1608.6,60718.0,,,,5.7228957956672275,3.739140278713397
2025-07-15,1565.0,1603.8,1565.0,1584.8,896680.0,,,,5.33984023873586,4.097789990263588
2025-07-14,1589.2,1593.95,1560.0,1570.45,1462073.0,,,,4.223646890137388,4.1253267608176944
2025-07-11,1579.0,1606.95,1563.25,1594.9,360567.0,,,,4.690909962357182,4.246790312864762
2025-07-10,1637.0,1637.0,1607.55,1616.75,771970.0,,,,6.209484578627325,4.662164609466943
2025-07-09,1638.65,1638.65,1624.0,1633.9,400089.0,,,77.86187322611167,8.259457999309689,5.41472107061929
2025-07-08,1628.2,1646.9,1621.1,1638.65,549019.0,,,78.34836918806387,9.98193574570496,6.361474946274003
2025-07-07,1640.0,1642.4,1623.05,1627.5,173344.0,,,74.66931216931216,10.487235335608375,7.210525677624172
2025-07-04,1628.15,1643.4,1612.4,1640.2,274445.0,,,71.49590672289754,11.528384778348482,8.093991376735598
2025-07-03,1610.0,1632.0,1610.0,1618.15,95119.0,,,60.78914919852034,10.793962511720565,8.643891727797119
2025-07-02,1616.6,1649.0,1604.0,1609.9,466445.0,,,59.62747943880024,9.569035091142268,8.831625935531743
2025-07-01,1601.3,1617.0,1600.9,1608.15,461917.0,1591.7775,,56.07115235885543,8.39538106227974,8.743359316043877
2025-06-30,1609.3,1614.95,1594.25,1601.3,187993.0,1596.0375,,53.7088257480513,6.934770691811991,8.378274276048533
2025-06-27,1602.05,1629.95,1602.05,1608.6,80596.0,1600.6875,,56.401384083044945,6.210977079570284,7.941592695408979
2025-06-26,1615.45,1624.1,1606.55,1615.0,187926.0,1603.76,,51.75054704595189,6.010811811766644,7.553143519469568
2025-06-25,1592.95,1619.85,1586.0,1615.5,91093.0,1605.815,,59.623824451410655,5.818774406067632,7.2046238592270315
2025-06-24,1603.15,1606.4,1577.9,1581.55,930652.0,1606.3875,,53.098827470686736,3.2413055020117554,6.408954232924224
2025-06-23,1600.0,1600.1,1576.0,1584.7,256524.0,1606.3925000000002,,46.7680608365019,1.4180729149488798,5.407752021318492
2025-06-20,1619.0,1630.0,1608.65,1621.85,300615.0,1608.1575,,51.47313691507795,2.6142165011385714,4.8476907722734355
2025-06-19,1629.65,1629.65,1612.25,1618.5,188630.0,1609.9475,,45.16635279347141,3.276875299152607,4.5329188201449195
2025-06-18,1615.0,1644.45,1615.0,1632.8,659232.0,1611.1574999999998,,48.267693218833244,4.78663332569954,4.583740363785507
2025-06-17,1619.95,1647.7,1615.2,1640.15,2067483.0,1613.925,,53.832172069070005,6.443519499455306,4.956157220657894
2025-06-16,1600.0,1634.5,1596.8,1623.75,436434.0,1616.59,,45.12592592592593,6.463490564771291,5.257922743579214
2025-06-13,1571.05,1608.75,1570.0,1601.55,115149.0,1616.9225000000001,,45.08584961515687,4.770175488122732,5.16029594456894
2025-06-12,1625.95,1627.5,1598.4,1607.4,176187.0,1616.4550000000002,,49.24924924924925,3.8247488613885707,4.893017119851576
2025-06-11,1594.95,1634.1,1589.95,1630.7,420095.0,1616.295,,55.99574581228394,4.776403777782434,4.869682619440367
2025-06-10,1580.0,1607.0,1577.7,1596.25,400500.0,1614.175,,48.82912126130305,2.8872035315398534,4.473025898778654
2025-06-09,1579.0,1587.9,1570.1,1572.55,292314.0,1611.4275,,42.232277526395194,-0.40605793372128574,3.496892358834106
2025-06-06,1553.3,1568.0,1543.7,1564.05,310045.0,1607.6200000000001,,39.120222079863346,-3.619951766439499,2.07315391014566
2025-06-05,1552.0,1567.45,1542.4,1554.35,175186.0,1604.4299999999998,,37.43579206903637,-6.828850815336864,0.2923831134246122
2025-06-04,1542.3,1557.0,1542.0,1551.25,47951.0,1601.4975,,42.870588235294136,-9.49772196787626,-1.665963288943496
2025-06-03,1561.8,1566.7,1535.35,1542.35,1190530.0,1598.2075,,40.29782359679265,-12.157527964936435,-3.7645551748507304
2025-06-02,1562.0,1562.0,1538.75,1554.2,338024.0,1595.8525000000002,,32.469551697331,-13.191980268727548,-5.650240714106896
2025-05-30,1569.0,1570.75,1555.1,1562.8,361932.0,1593.5625,,35.94853683148338,-13.189507156700301,-7.158222287510345
2025-05-29,1585.0,1609.0,1577.0,1585.4,413916.0,1592.0825,,38.52300242130758,-11.294416232264894,-7.9855173792476455
2025-05-28,1574.05,1587.0,1570.05,1572.05,222802.0,1589.91,,33.976470588235316,-10.71284477883205,-8.531012558747058
2025-05-27,1578.25,1582.8,1556.2,1570.5,959158.0,1589.3575,,36.529218315203686,-10.254845409064728,-8.875794146166706
2025-05-26,1569.95,1583.75,1562.35,1580.4,216608.0,1589.1425,,44.29457782573516,-9.010275791784125,-8.902691412523133
2025-05-23,1550.0,1586.5,1549.25,1564.5,328344.0,1586.275,,39.02251791197544,-9.169345818538886,-8.956023780415718
2025-05-22,1562.0,1562.0,1540.05,1549.2,369151.0,1582.81,,28.255069370330915,-10.381420506003224,-9.241109483156835
2025-05-21,1561.65,1570.0,1552.15,1568.1,153101.0,1579.575,,41.80971777713121,-9.736481661766902,-9.340185686457382
2025-05-20,1567.0,1583.0,1558.3,1560.4,320816.0,1575.5875,1589.345,46.102021174206016,-9.72214059223188,-9.416577757916357
2025-05-19,1583.95,1583.95,1555.0,1559.15,402469.0,1572.3575,1590.2059999999997,48.351278600269225,-9.697674835868384,-9.472797815426341
2025-05-16,1614.2,1614.2,1581.3,1589.75,230333.0,1571.7675000000002,1591.6889999999999,60.442477876106224,-7.168078793208906,-9.011849800506115
2025-05-15,1592.35,1618.85,1571.2,1613.25,332079.0,1572.06,1592.8829999999998,66.3243812532912,-3.2596081544579647,-7.861393064324465
2025-05-14,1575.0,1594.15,1570.0,1592.6,196636.0,1570.155,1593.247,62.45970741383585,-1.7841974930081506,-6.645946844554642
2025-05-13,1619.6,1619.6,1564.95,1569.1,435421.0,1568.7975,1593.227,53.49273323956865,-2.4574920880788795,-5.808251975523736
2025-05-12,1535.25,1632.0,1534.05,1626.7,302933.0,1571.5049999999999,1594.069,62.18070911170416,1.580689827414517,-4.330458085852721
2025-05-09,1491.2,1511.0,1491.2,1507.45,75913.0,1568.675,1592.487,39.14194177462042,-4.676969109747688,-4.399760498064601
